"Name","School","Conference","Overall","Pass Block","Run Block","Discipline"
"Jack Fuchs","NW","Big10","8.07","8.07","8.07","8.07"
"Owen Fors","NW","Big10","8.07","8.07","8.07","8.07"
"Hayden Ainsworth","Neb","Big10","8.07","8.07","8.07","8.07"
"Gavin Meier","Minn","Big10","8.07","8.07","8.07","8.07"
"Aaron Thomas","Minn","Big10","8.07","8.07","8.07","8.07"
"Tyshon Huff","PSU","Big10","8.07","8.07","8.07","8.07"
"Mason Bandhauer","PSU","Big10","8.07","8.07","8.07","8.07"
"Mason Wilhelm","OSU","Big10","8.07","8.07","8.07","8.07"
"Landry Brede","OSU","Big10","8.07","8.07","8.07","8.07"
"Pulelei'ite Primus","Vand","SEC","8.07","8.07","8.07","8.07"
"Mitchell Smith","Vand","SEC","8.07","8.07","8.07","8.07"
"George Williams-Haseotes","Vand","SEC","8.07","8.07","8.07","8.07"
"Tripp Skewes","Vand","SEC","8.07","8.07","8.07","8.07"
"Dalton Toothman","MissSt","SEC","8.07","8.07","8.07","8.07"
"Leon Noil Jr.","MissSt","SEC","8.07","8.07","8.07","8.07"
"Avery Morcho","A&M","SEC","8.07","8.07","8.07","8.07"
"Sam Roseborough","A&M","SEC","8.07","8.07","8.07","8.07"
"Jalan Chapman","Miss","SEC","8.07","8.07","8.07","8.07"
"Braylon Ellison","Mizz","SEC","8.07","8.07","8.07","8.07"
"Khalief Canty Jr.","Mizz","SEC","8.07","8.07","8.07","8.07"
"Terence Roberson Jr.","Ark","SEC","8.07","8.07","8.07","8.07"
"Carey Clayton","Ark","SEC","8.07","8.07","8.07","8.07"
"Ryder Bentley","ULLaf","SBC","8.07","10.32","3.28","11.91"
"Tyler Folmar","Lou","ACC","8.07","8.07","7.39","8.07"
"Jack Sheehan","ODU","SBC","8.06","8.06","8.06","8.06"
"Dan'tay Ward Jr.","ArkSt","SBC","8.06","8.06","8.06","8.06"
"Cyler Corn","LATech","CUSA","8.06","8.06","8.06","8.06"
"Kentez Allen","ColSt","Pac12","8.06","8.06","8.06","8.06"
"Matekitonga Havea","UTSt","Pac12","8.05","8.05","8.05","8.05"
"Wes Wiggins","UAB","Amer","8.05","8.05","8.05","8.05"
"Aden Jackson","Troy","SBC","8.05","8.05","8.05","8.05"
"Logan King","Temp","Amer","8.05","8.05","8.05","8.05"
"Mason Markel","NIU","MWC","8.05","8.05","8.05","8.05"
"Braden Petzel","NIU","MWC","8.05","8.05","8.05","8.05"
"Kyle Lucas","Navy","Amer","8.05","8.05","8.05","8.05"
"Jack Mohlman","MTSU","CUSA","8.05","8.05","8.05","8.05"
"Dominik Kosznicki","MiaOH","MAC","8.05","8.05","8.05","8.05"
"William Sandfoss","Marsh","SBC","8.05","8.05","8.05","8.05"
"Mason Ramsey","Marsh","SBC","8.05","8.05","8.05","8.05"
"Liam Dalton","Kent","MAC","8.05","8.05","8.05","8.05"
"Kendarius Blair","JackSt","CUSA","8.05","8.05","8.05","8.05"
"Sean Kentish","FIU","CUSA","8.05","8.05","8.05","8.05"
"Brandon Truszkowski","Del","CUSA","8.05","8.05","8.05","8.05"
"Charlie Mandabach","CMich","MAC","8.05","8.05","8.05","8.05"
"Cam Davis","Buff","MAC","8.05","8.05","8.05","8.05"
"Zion Haney","Ball","MAC","8.05","8.05","8.05","8.05"
"Nolan Cicero","Ball","MAC","8.05","8.05","8.05","8.05"
"Brady Weber","Ball","MAC","8.05","8.05","8.05","8.05"
"Cooper Sherrod","ArkSt","SBC","8.05","8.05","8.05","8.05"
"Freddie Gavin","ULM","SBC","8.05","8.05","8.05","8.05"
"Omoruyi Aliu-Otokiti","UTEP","MWC","8.05","8.05","8.05","8.05"
"Graysen Lee","SacSt","MAC","8.05","8.05","8.05","8.05"
"Tyler Rindels","NIU","MWC","8.05","8.05","8.05","8.05"
"James Nellis","NDSt","MWC","8.05","8.05","8.05","8.05"
"Jerbralon Stewart","UNM","MWC","8.05","8.05","8.05","8.05"
"Santiago Castillo","MOSt","CUSA","8.05","8.05","8.05","8.05"
"Julius Dumas","MOSt","CUSA","8.05","8.05","8.05","8.05"
"Logan Greer","Marsh","SBC","8.05","8.05","8.05","8.05"
"Haston Crawford","KennSt","CUSA","8.05","8.05","8.05","8.05"
"Kevin Wojciechowski","EMich","MAC","8.05","8.05","8.05","8.05"
"Dre Pinckney","CoCar","SBC","8.05","8.05","8.05","8.05"
"David Baker","ULLaf","SBC","8.05","8.05","8.05","8.05"
"Antwone Breland","Troy","SBC","8.05","8.05","8.05","8.05"
"Jace Molden","GASo","SBC","8.05","8.05","8.05","8.05"
"Zander Barth","CMich","MAC","8.05","8.05","8.05","8.05"
"Dominic Johnson","Tol","MAC","8.05","8.05","8.05","8.05"
"Trevaris Edwards","MTSU","CUSA","8.05","8.05","8.05","8.05"
"Preston Broadway","ECU","Amer","8.05","8.05","8.05","8.05"
"Delon Craft Jr.","SDSU","Pac12","8.05","8.05","8.05","8.05"
"Michael McDonald","UCLA","Big10","8.05","8.05","8.05","8.05"
"Jakolby Jones","LSU","SEC","8.05","8.05","8.05","8.05"
"Boogie Henderson","Haw","MWC","8.05","8.82","6.36","13.74"
"Brody Riffe","WKU","CUSA","8.04","7.97","8.27","15.44"
"Erben Birkhoff","Rice","Amer","8.03","8.03","8.03","8.03"
"J'Marion Gooch","ULLaf","SBC","8.00","8.08","7.67","9.69"
"Isiah Switzer","Conn","Inde","8.00","8.00","7.67","8.02"
"Dean Briski","Haw","MWC","8.00","8.64","8.53","12.90"
"Marcus McGregor","Cincy","Big12","7.98","7.98","7.98","7.98"
"Terrance Brown","TexSt","Pac12","7.97","7.97","7.97","7.97"
"Coy Okeson","NDSt","MWC","7.97","7.97","7.97","7.97"
"Sione Netane","ColSt","Pac12","7.97","7.97","7.97","7.97"
"Yakiri Walker","Bay","Big12","7.97","7.97","7.97","7.97"
"Denell Nix Jr.","SHSt","CUSA","7.97","9.04","6.10","14.77"
"Bo Bryan","MTSU","CUSA","7.95","7.95","7.95","7.95"
"Roberto Rodriguez","NoTex","Amer","7.95","7.95","7.95","7.95"
"Jay Tauala-Harris","Haw","MWC","7.94","7.95","6.56","8.16"
"Jonathan Young","Mem","Amer","7.93","10.03","4.33","11.64"
"Jake Grimm","Tol","MAC","7.92","7.92","7.92","7.92"
"Tariq Miller","Wyo","MWC","7.92","7.92","7.92","7.92"
"Turner Bertrand","WashSt","Pac12","7.92","7.92","7.92","7.92"
"Kai Holec","OKSt","Big12","7.92","8.62","5.45","11.44"
"Kingtriton Samuela","GASo","SBC","7.92","7.26","8.08","7.95"
"Caleb Hall","Wyo","MWC","7.90","7.88","8.46","8.34"
"Vincent Forney","FAU","Amer","7.90","10.84","6.93","14.71"
"Jonah Leaupepetele","Fres","Pac12","7.90","7.90","7.90","7.90"
"Kaden Mayle","Ball","MAC","7.90","7.90","7.90","7.90"
"Ayden Annarino","MiaOH","MAC","7.90","7.90","7.90","7.90"
"Ibrahim Kebe","UTSA","Amer","7.90","7.90","7.90","7.90"
"Ryan Daly","Duke","ACC","7.90","7.90","7.90","7.90"
"JT King","NIU","MWC","7.88","7.88","7.88","7.88"
"Collier Book","Del","CUSA","7.88","7.88","7.88","7.88"
"Tadan Bingham","LATech","CUSA","7.88","7.88","7.88","7.88"
"Bryce Smith","Clem","ACC","7.86","7.88","7.96","8.02"
"Soane Faasolo","Wash","Big10","7.86","6.37","8.77","13.83"
"Jamard Jones Jr.","LSU","SEC","7.84","7.22","11.13","14.27"
"Daniel Tuliau","SJSt","MWC","7.83","7.83","7.83","7.83"
"Kawika ""KJ"" Hallums","Haw","MWC","7.83","7.83","7.83","7.83"
"Justin Michaelis","Rice","Amer","7.82","7.64","9.13","10.84"
"Ethan Kraatz","BG","MAC","7.81","7.80","6.63","7.94"
"Cade Channell","ArkSt","SBC","7.81","7.81","7.81","7.81"
"Jonathan Stangl","MiaOH","MAC","7.79","7.79","7.79","7.79"
"Diego Rodriguez","ColSt","Pac12","7.79","7.86","7.12","7.80"
"Jacob Merritt","Buff","MAC","7.79","8.70","6.65","8.20"
"Talon Smith","CMich","MAC","7.78","7.78","6.56","7.87"
"Masyn Zahursky","BG","MAC","7.78","7.78","7.78","7.78"
"Nick Bakken","WashSt","Pac12","7.77","8.98","7.77","9.02"
"Dontrae Henderson","ArkSt","SBC","7.77","7.77","7.77","7.77"
"Gunnar Allen","OU","SEC","7.75","7.46","6.28","7.84"
"Ryder Slaton","UTEP","MWC","7.72","7.72","7.72","7.72"
"Preston Perkins","UTEP","MWC","7.72","7.72","7.72","7.72"
"Grant Haworth","Ball","MAC","7.71","7.28","7.71","7.75"
"Gavin Jones","NMSt","CUSA","7.71","7.71","7.71","7.71"
"Nathan Tveit","FIU","CUSA","7.71","7.71","7.71","7.71"
"J.R. Jernigan","JackSt","CUSA","7.71","7.62","7.52","7.59"
"Caleb Ash","Troy","SBC","7.71","8.58","6.00","16.02"
"Gavin Beachner","WMich","MAC","7.70","7.70","7.70","7.70"
"Wesley Dallao-Kubik","UTEP","MWC","7.70","7.70","7.70","7.70"
"Zach Scott","UNLV","MWC","7.70","7.70","7.70","7.70"
"Omar Kaba","Idaho","Big Sky","7.70","7.70","7.70","7.70"
"Carter Paul","Idaho","Big Sky","7.70","7.70","7.70","7.70"
"Andrew Trahin","EMich","MAC","7.70","7.70","7.70","7.70"
"Xavier Massey","ECU","Amer","7.70","7.70","7.70","7.70"
"Maverick Diede","Army","Amer","7.70","7.70","7.70","7.70"
"JB Hoehn","ArkSt","SBC","7.70","7.70","7.70","7.70"
"Daniel Mataele","SacSt","MAC","7.70","7.70","7.70","7.70"
"Gavin Wilson","Mass","MAC","7.70","7.70","7.70","7.70"
"Max Zuro","Nev","MWC","7.70","7.70","7.70","7.70"
"Jubilee Siitia-Tasi","UNM","MWC","7.70","7.70","7.70","7.70"
"Kirk Gildon","TexSt","Pac12","7.70","7.70","7.70","7.70"
"Henry Rickels","AirF","MWC","7.70","7.70","7.70","7.70"
"Dylan Stewart","Del","CUSA","7.70","7.70","7.70","7.70"
"Wesley Lattus","ODU","SBC","7.70","7.70","7.70","7.70"
"Keegan Parker","ODU","SBC","7.70","7.70","7.70","7.70"
"Jaden Maxey","Buff","MAC","7.70","7.70","7.70","7.70"
"Da'Jay'Quwan Jackson-Payne","SMiss","SBC","7.70","7.70","7.70","7.70"
"Rj Rainer","JackSt","CUSA","7.70","7.70","7.70","7.70"
"Jayden Michael","ULLaf","SBC","7.70","7.70","7.70","7.70"
"Isaac Hutchinson","CMich","MAC","7.70","7.70","7.70","7.70"
"Angelo DeLucia","Ohio","MAC","7.70","7.70","7.70","7.70"
"Jonah Tarpley","Temp","Amer","7.70","7.70","7.70","7.70"
"Ben Reiland","Navy","Amer","7.70","7.70","7.70","7.70"
"Quinn Wicklow","NW","Big10","7.70","7.70","7.70","7.70"
"Ben Myers","UK","SEC","7.70","7.70","7.70","7.70"
"JaDarious Lee","KennSt","CUSA","7.68","6.91","7.98","14.84"
"Devin White","SoAla","SBC","7.67","8.32","4.37","10.98"
"Jordan Brown","GaSt","SBC","7.67","6.18","9.32","12.08"
"Adameon Botley","ULM","SBC","7.67","7.52","9.21","8.40"
"Jamier Smith","WKU","CUSA","7.64","7.64","7.64","7.64"
"Jaylen Slaughter","GASo","SBC","7.62","7.67","9.83","9.47"
"Maddox Huber","UTEP","MWC","7.60","7.60","7.60","7.60"
"Joshua Daniel","CoCar","SBC","7.60","7.60","7.60","7.60"
"Graceson Spann","SHSt","CUSA","7.60","7.60","7.60","7.60"
"Andre Roye Jr.","Col","Big12","7.58","6.91","9.29","12.96"
"Henry Sellards","Nev","MWC","7.58","7.53","7.99","7.86"
"Jordan Kernaghan","Haw","MWC","7.57","7.57","7.57","7.57"
"Will Hampton","Navy","Amer","7.54","7.55","6.25","7.56"
"Kauasi Hansen","UtSt","Pac12","7.53","7.53","6.09","7.69"
"Isaiah Garcia Perez","NMSt","CUSA","7.53","7.53","7.53","7.53"
"Logan Scrivner","MOSt","CUSA","7.51","7.08","7.60","7.99"
"Dayne Shor","Akr","MAC","7.50","5.71","9.02","13.16"
"Jaxon King","Mass","MAC","7.50","8.11","7.97","12.42"
"Alex Harris","BG","MAC","7.50","9.06","6.43","8.41"
"Colin Banning","Nev","MWC","7.48","7.48","7.48","7.48"
"Brody Smith","AirF","MWC","7.48","7.42","7.93","7.34"
"Luke Skartvedt","NIU","MWC","7.47","7.66","7.57","7.67"
"Jeremiah Williams","ECU","Amer","7.46","8.22","11.27","10.99"
"Vincent Giordano","BG","MAC","7.46","7.46","7.46","7.46"
"Jacob Wilk","WMich","MAC","7.46","7.46","7.46","7.46"
"Keona Peat","Zona","Big12","7.43","4.88","7.47","7.74"
"Cole Powell","EMich","MAC","7.43","7.43","7.43","7.43"
"Rob Fogler","UK","SEC","7.41","7.41","7.41","7.41"
"Braden Augustus","LSU","SEC","7.38","7.31","7.61","7.59"
"Jose Balver-Mendoza","Nev","MWC","7.38","7.04","9.26","9.49"
"Josh Tavui","Haw","MWC","7.36","7.36","7.36","7.36"
"Paul Clark","Buff","MAC","7.36","7.36","7.36","7.36"
"Grant Lott","Wyo","MWC","7.35","7.35","7.35","7.35"
"Dory Lewis-Wilson","ODU","SBC","7.35","7.35","7.35","7.35"
"Isaiah Garcia-Perez","NMSt","CUSA","7.35","7.35","7.35","7.35"
"Mohamed Bangoura","MiaOH","MAC","7.35","7.35","7.35","7.35"
"Aidan Burke","Marsh","SBC","7.35","7.35","7.35","7.35"
"Craig Wydra","UTEP","MWC","7.35","7.35","7.35","7.35"
"Hayden Frazier","SacSt","MAC","7.35","7.35","7.35","7.35"
"Drake Lanham","Marsh","SBC","7.35","7.35","7.35","7.35"
"Jayden McAllister","ULLaf","SBC","7.35","7.35","7.35","7.35"
"Landon Harper","CMich","MAC","7.35","7.35","7.35","7.35"
"Matias Garcia","FIU","CUSA","7.35","7.35","7.35","7.35"
"Hill Greenlee","Conn","Inde","7.35","7.35","7.35","7.35"
"Mack O'Halloran","Army","Amer","7.35","7.35","7.35","7.35"
"Jackson Garrett","Wyo","MWC","7.35","7.35","7.35","7.35"
"Dylan Hildebrand","WashSt","Pac12","7.35","7.35","7.35","7.35"
"Sone Falealo","WashSt","Pac12","7.35","7.35","7.35","7.35"
"Caden McKee","BYU","Big12","7.35","7.35","7.35","7.35"
"Jackson Bellamy","Buff","MAC","7.34","7.34","7.34","7.34"
"Trason Hunt","ArkSt","SBC","7.33","7.33","7.33","7.33"
"Jackson Dialls","WKU","CUSA","7.31","7.31","7.31","7.31"
"Jake Davies","Wyo","MWC","7.30","6.20","7.75","15.87"
"Daniel Jones","CoCar","SBC","7.29","8.31","5.81","15.03"
"Josh Manecke","JMU","SBC","7.28","7.22","6.60","7.29"
"Max Mobley","Akr","MAC","7.24","6.64","7.37","7.65"
"Nate Hampton","Akr","MAC","7.24","6.92","9.42","11.31"
"Grey Rumohr","NIU","MWC","7.20","7.20","7.20","7.20"
"Alex Fox","Akr","MAC","7.18","7.16","7.32","7.20"
"Sebastian Espinoza","MOSt","CUSA","7.18","7.18","7.18","7.18"
"Isaac Bunker","Navy","Amer","7.15","7.15","6.80","7.15"
"Sandro Malicevic","Ohio","MAC","7.13","7.18","7.65","14.00"
"Tyler Meadows","Kent","MAC","7.13","11.22","0.57","14.09"
"Jaylen Booker","SoAla","SBC","7.11","7.19","6.73","7.20"
"Jake Chellman","WMich","MAC","7.10","7.06","6.85","6.78"
"Parker Cross","Wash","Big10","7.09","7.08","6.10","7.11"
"Souleye Diawara","BC","ACC","7.08","7.07","7.18","6.78"
"Sa'Kylee Woodard","UNM","MWC","7.08","7.08","7.08","7.08"
"Parker Brault","Marsh","SBC","7.08","7.08","7.08","7.08"
"Brandon Sousa","SacSt","MAC","7.07","6.67","6.25","7.33"
"Baker Hickman","Bama","SEC","7.06","5.43","7.05","7.15"
"Giovanni Panozzo","Wyo","MWC","7.06","7.03","7.45","7.37"
"Hyrum Hatch","UtSt","Pac12","7.06","7.23","7.88","7.29"
"Isaac Clary","Marsh","SBC","7.04","5.36","7.17","7.71"
"Jaylin Caldwell","WashSt","Pac12","7.02","6.99","8.76","9.79"
"Harrison Clemmer","Aub","SEC","7.01","7.32","7.01","7.16"
"Aedyn Buchanan","FAU","Amer","7.00","7.00","7.00","7.00"
"Jahlon Harris","App","SBC","7.00","7.00","7.00","7.00"
"Shaan Lathan","SacSt","MAC","7.00","7.00","7.00","7.00"
"Nolan Anderson","ULM","SBC","7.00","7.00","7.00","7.00"
"Jaxon Moore","SacSt","MAC","7.00","7.00","7.00","7.00"
"Gavin Wang","NDSt","MWC","7.00","7.00","7.00","7.00"
"Jared Smith","UtSt","Pac12","7.00","7.00","7.00","7.00"
"Nate Cross","Kent","MAC","7.00","7.00","7.00","7.00"
"Joshua Johnson","Ohio","MAC","7.00","7.00","7.00","7.00"
"Cooper Gardiner","Navy","Amer","7.00","7.00","7.00","7.00"
"Hansen Collie","Navy","Amer","7.00","7.00","7.00","7.00"
"James Cardinali","Navy","Amer","7.00","7.00","7.00","7.00"
"Rhoen Breen","Navy","Amer","7.00","7.00","7.00","7.00"
"Mack Taylor","Navy","Amer","7.00","7.00","7.00","7.00"
"Fernando Baker","Navy","Amer","7.00","7.00","7.00","7.00"
"Karson Young","Navy","Amer","7.00","7.00","7.00","7.00"
"Drew Fontana","Navy","Amer","7.00","7.00","7.00","7.00"
"Paul McClune IV","Navy","Amer","7.00","7.00","7.00","7.00"
"John Hebert","Navy","Amer","7.00","7.00","7.00","7.00"
"Wyatt Ferguson","Navy","Amer","7.00","7.00","7.00","7.00"
"Logan Wegman","Navy","Amer","7.00","7.00","7.00","7.00"
"Hunter Fay","Navy","Amer","7.00","7.00","7.00","7.00"
"Jace Williams","Navy","Amer","7.00","7.00","7.00","7.00"
"Matt Tomaszewski","Navy","Amer","7.00","7.00","7.00","7.00"
"Gabriel Berzins","Navy","Amer","7.00","7.00","7.00","7.00"
"Conner Lessane","Navy","Amer","7.00","7.00","7.00","7.00"
"Jorden Cunningham","WashSt","Pac12","7.00","7.00","7.00","7.00"
"Jordan Jensen","KSt","Big12","7.00","7.00","7.00","7.00"
"Sankeerth Veluri","Purd","Big10","7.00","7.00","7.00","7.00"
"Cooper Johnson","Miss","SEC","7.00","7.00","7.00","7.00"
"Gabe Funk","BG","MAC","6.99","6.99","6.99","6.99"
"Connor Drake","ODU","SBC","6.98","3.67","6.49","8.11"
"Cade Barnett","Aub","SEC","6.97","8.00","6.73","7.98"
"Lautaimi Manuma","Haw","MWC","6.92","6.87","7.50","7.22"
"Ryland Bragg","JackSt","CUSA","6.91","6.60","7.18","6.91"
"Davis May","SacSt","MAC","6.85","6.98","6.02","7.05"
"Brady Barrowman","Ball","MAC","6.85","6.85","6.85","6.85"
"Diego Camboia","SoAla","SBC","6.84","8.01","8.99","14.10"
"Jr Hecklinski","NMSt","CUSA","6.83","6.83","6.83","6.83"
"Caden Campbell","BG","MAC","6.82","6.82","5.14","7.02"
"Sione Ma'u","SMU","ACC","6.79","6.76","6.88","6.63"
"Bo Burkes","JackSt","CUSA","6.79","6.99","6.32","6.51"
"Christian Medlock","Tol","MAC","6.76","5.69","5.59","6.78"
"Paxton Briggle","SMU","ACC","6.75","6.25","6.75","6.58"
"Diego Blattler","MTSU","CUSA","6.74","7.62","5.16","10.03"
"Gavin McLaughlin","CoCar","SBC","6.66","7.42","7.33","9.90"
"Jamin Guilbert","SacSt","MAC","6.65","6.65","6.65","6.65"
"Mike Wallace Jr.","KennSt","CUSA","6.65","6.65","6.65","6.65"
"Casey Jean-Baptiste","SMiss","SBC","6.65","6.65","6.65","6.65"
"Devon Waller","SoAla","SBC","6.65","6.65","6.65","6.65"
"Joe Warren","SHSt","CUSA","6.65","6.65","6.65","6.65"
"Jamon Lee Jr.","LATech","CUSA","6.65","6.65","6.65","6.65"
"Omarion Davis","Char","Amer","6.65","6.65","6.65","6.65"
"Carson Caplan","Stan","ACC","6.65","6.65","6.65","6.65"
"Zach Barrett","Illini","Big10","6.65","6.65","6.65","6.65"
"David Anchondo","NW","Big10","6.65","6.65","6.65","6.65"
"George Nahas","Iowa","Big10","6.65","6.65","6.65","6.65"
"Dayne Arnett","SoCar","SEC","6.65","6.65","6.65","6.65"
"Griffin Stalfort","AirF","MWC","6.64","6.49","3.89","6.13"
"Mac Smith","Bama","SEC","6.62","5.94","6.62","6.63"
"Wesley Davis","MissSt","SEC","6.59","5.72","5.67","6.56"
"John Curtis Goodman Jr.","ULM","SBC","6.54","6.78","7.24","7.16"
"Davis Peterson","Bama","SEC","6.52","6.06","6.52","6.52"
"Brayden Thompson","MOSt","CUSA","6.50","9.46","2.85","10.37"
"Simeon Afalava","SJSt","MWC","6.47","6.37","7.09","7.34"
"Charlie Powell III","Tenn","SEC","6.46","6.39","7.03","6.64"
"James Kavouklis","Mich","Big10","6.42","6.46","6.07","6.39"
"Ben Liedtke","MOSt","CUSA","6.33","5.71","4.88","6.80"
"Noah Fernandez","FIU","CUSA","6.31","5.82","6.92","6.45"
"Luke Slater","SacSt","MAC","6.31","6.86","5.20","7.86"
"Roscoe Tucker","ULM","SBC","6.30","6.30","6.30","6.30"
"Austin Schultz","NDSt","MWC","6.30","6.30","6.30","6.30"
"Mason Thrush","ODU","SBC","6.30","6.30","6.30","6.30"
"Daylan Martin","JackSt","CUSA","6.30","6.30","6.30","6.30"
"Jon Stephens","Akr","MAC","6.30","6.30","6.30","6.30"
"Lance Blakely Jr.","Ohio","MAC","6.30","6.30","6.30","6.30"
"Kyle Baltazar","Army","Amer","6.30","6.30","6.30","6.30"
"Gregory Meidl","Army","Amer","6.30","6.30","6.30","6.30"
"Wes Shaw","Army","Amer","6.30","6.30","6.30","6.30"
"Brandon Wraalstad","Army","Amer","6.30","6.30","6.30","6.30"
"Jameson Perry","Boise","Pac12","6.30","6.30","6.30","6.30"
"Chance Johnson","Ind","Big10","6.30","6.30","6.30","6.30"
"Robert Sweeney","Tex","SEC","6.30","6.30","6.30","6.30"
"Liam Horan","PSU","Big10","6.30","6.30","6.30","6.30"
"Simon Lorentz","OSU","Big10","6.29","6.30","5.00","6.31"
"Dane Steele","UVA","ACC","6.28","5.79","7.12","6.92"
"Nathan Curry","Wyo","MWC","6.19","6.27","6.07","6.43"
"Kwan Johnson","OreSt","Pac12","6.18","7.46","4.18","16.00"
"Isaiah Maumalanga","UTEP","MWC","6.15","7.27","4.57","14.66"
"Hayden Harlan","NMSt","CUSA","6.13","6.07","6.82","6.40"
"James Glover-Tyson","Lou","ACC","6.13","6.13","5.78","6.13"
"Jacob Brandl","Neb","Big10","6.12","6.02","8.02","7.23"
"Rudy Varela","AirF","MWC","6.08","6.00","6.88","6.28"
"Billy Roby","Bama","SEC","6.07","5.83","6.07","6.07"
"Cj Zeltwanger","Ball","MAC","6.07","6.07","6.07","6.07"
"Cael Winter","Iowa","Big10","6.03","6.00","6.79","6.36"
"Carter Sareyka","Del","CUSA","6.00","6.42","5.89","6.56"
"David Perez","SJSt","MWC","5.95","5.95","5.95","5.95"
"JoJo Matautia","UNM","MWC","5.95","5.95","5.95","5.95"
"Chase Stevens","KennSt","CUSA","5.95","5.95","5.95","5.95"
"Tim Savchuk","Army","Amer","5.95","5.95","5.95","5.95"
"Ben Konopka","Army","Amer","5.95","5.95","5.95","5.95"
"Ty Banco","Pitt","ACC","5.95","5.95","5.95","5.95"
"Jeff Lewis","BYU","Big12","5.95","5.95","5.95","5.95"
"Brooks Kieschnick Jr.","Tex","SEC","5.95","5.95","5.95","5.95"
"Kenneth Wermy","OU","SEC","5.95","5.95","5.95","5.95"
"Gabriel Greenlee","IASt","Big12","5.88","6.77","5.82","6.29"
"Eli Richmond","KU","Big12","5.81","5.80","4.69","6.00"
"Vito Shevchenko","Cuse","ACC","5.79","5.78","4.82","5.82"
"Tre Hardison","ECU","Amer","5.76","5.76","4.26","5.86"
"Ryan Mitchell","MOSt","CUSA","5.76","5.76","4.82","5.82"
"Jecari Bryson","KennSt","CUSA","5.69","5.49","5.69","5.73"
"Matthew Prigmore","UCF","Big12","5.67","5.67","3.86","5.74"
"Aaron Smith","Ark","SEC","5.65","5.00","5.66","5.59"
"Johnique Thomas","AirF","MWC","5.63","5.63","4.95","5.64"
"Alex Kenward","SacSt","MAC","5.60","5.60","5.60","5.60"
"Dylan Spencer","SacSt","MAC","5.60","5.60","5.60","5.60"
"Jeremiah Ponce","SacSt","MAC","5.60","5.60","5.60","5.60"
"Jake McGrath","Mass","MAC","5.60","5.60","5.60","5.60"
"Ben Noome","Mass","MAC","5.60","5.60","5.60","5.60"
"Aidan Canty-Whitt","Mass","MAC","5.60","5.60","5.60","5.60"
"CJ Anderson","NDSt","MWC","5.60","5.60","5.60","5.60"
"Eric Sandoval Araujo","UTEP","MWC","5.60","5.60","5.60","5.60"
"Rashad Smith","UTEP","MWC","5.60","5.60","5.60","5.60"
"Grayson Johnson","UTEP","MWC","5.60","5.60","5.60","5.60"
"Samir Senenat","NIU","MWC","5.60","5.60","5.60","5.60"
"Matthew Scarlett","NIU","MWC","5.60","5.60","5.60","5.60"
"Greg Shade","SJSt","MWC","5.60","5.60","5.60","5.60"
"Mitchell Jones","SJSt","MWC","5.60","5.60","5.60","5.60"
"Ben Gehrke","ULM","SBC","5.60","5.60","5.60","5.60"
"Anthony Hastings","Nev","MWC","5.60","5.60","5.60","5.60"
"Matheu Alderman","UNM","MWC","5.60","5.60","5.60","5.60"
"Owen Edwards","UtSt","Pac12","5.60","5.60","5.60","5.60"
"Darian Snell","TexSt","Pac12","5.60","5.60","5.60","5.60"
"Jonny Brambila","AirF","MWC","5.60","5.60","5.60","5.60"
"Quinten Young","Kent","MAC","5.60","5.60","5.60","5.60"
"Donovan Dark","Kent","MAC","5.60","5.60","5.60","5.60"
"David Iannini","Kent","MAC","5.60","5.60","5.60","5.60"
"Kai Russell","KennSt","CUSA","5.60","5.60","5.60","5.60"
"Stephen Meitz","MOSt","CUSA","5.60","5.60","5.60","5.60"
"Myles Ewell","MOSt","CUSA","5.60","5.60","5.60","5.60"
"Armend Ujkashi","MOSt","CUSA","5.60","5.60","5.60","5.60"
"Eucebio Ramos","UTSA","Amer","5.60","5.60","5.60","5.60"
"Chuck Johnson","Army","Amer","5.60","5.60","5.60","5.60"
"Ben Britton","Army","Amer","5.60","5.60","5.60","5.60"
"Charlie Houston","Wyo","MWC","5.60","5.60","5.60","5.60"
"Ryder Swanson","Boise","Pac12","5.60","5.60","5.60","5.60"
"Frankie Petuya","OreSt","Pac12","5.60","5.60","5.60","5.60"
"Andreas Hunter","WVU","Big12","5.60","5.60","5.60","5.60"
"Caden Maas","IASt","Big12","5.60","5.60","5.60","5.60"
"Makai Sat","IASt","Big12","5.60","5.60","5.60","5.60"
"Connor Cameron","Bay","Big12","5.60","5.60","5.60","5.60"
"Peyton Lange","Wisc","Big10","5.60","5.60","5.60","5.60"
"Evan Brown","Wisc","Big10","5.60","5.60","5.60","5.60"
"Julian Goines-Jackson","OSU","Big10","5.60","5.60","5.60","5.60"
"Parker Lawson","SoCar","SEC","5.60","5.60","5.60","5.60"
"Sean Hutton","OU","SEC","5.60","5.60","5.60","5.60"
"Chace Missouri","Mizz","SEC","5.60","5.60","5.60","5.60"
"Kyle Mixon","UK","SEC","5.60","5.60","5.60","5.60"
"Payton Parks-Smith","Ark","SEC","5.60","5.60","5.60","5.60"
"Christian Stamps","LSU","SEC","5.60","5.60","5.60","5.60"
"Chewy Wade","UtSt","Pac12","5.56","5.53","4.38","5.69"
"Gannon Gaubert","TCU","Big12","5.52","4.89","4.59","5.54"
"Nolan Fennessy","Neb","Big10","5.51","5.05","5.51","5.51"
"Will Rosen","UVA","ACC","5.49","5.49","4.50","5.50"
